item_name,release_year,retirement_year,condition,grade,category_subtype,original_retail,source_platform,date,price_usd
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-05-01,330.86
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-06-01,338.18
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-07-01,349.93
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-08-01,357.46
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-09-01,362.77
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-10-01,366.59
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-11-01,360.42
Pokémon Lugia Neo Genesis 1st Ed PSA 9,2000,2001,Graded,PSA 9,Pokemon,3.99,PWCC,2025-12-01,360.7
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-01-01,815.9
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-02-01,812.27
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-03-01,831.9
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-04-01,840.82
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-05-01,816.43
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-06-01,824.88
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-07-01,822.39
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-08-01,815.38
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-09-01,828.24
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-10-01,847.85
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-11-01,866.33
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2024-12-01,856.29
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-01-01,854.93
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-02-01,863.89
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-03-01,883.45
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-04-01,879.21
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-05-01,879.86
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-06-01,865.23
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-07-01,849.38
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-08-01,866.0
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-09-01,891.81
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-10-01,894.38
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-11-01,915.1
Pokémon Umbreon Gold Star PSA 9,2005,2007,Graded,PSA 9,Pokemon,3.99,Goldin,2025-12-01,925.21
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-01-01,143.24
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-02-01,142.41
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-03-01,144.49
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-04-01,150.05
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-05-01,151.03
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-06-01,156.92
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-07-01,149.72
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-08-01,153.3
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-09-01,154.69
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-10-01,154.87
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-11-01,156.29
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2024-12-01,151.12
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-01-01,151.54
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-02-01,153.74
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-03-01,159.47
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-04-01,158.95
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-05-01,157.5
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-06-01,157.04
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-07-01,161.1
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-08-01,163.34
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-09-01,162.77
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-10-01,165.65
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-11-01,167.18
Pokémon Pikachu Illustrator Promo (Reprint) PSA 8,2023,2023,Graded,PSA 8,Pokemon,0.0,eBay,2025-12-01,171.68
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-01-01,140.7
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-02-01,139.41
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-03-01,139.32
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-04-01,139.02
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-05-01,135.33
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-06-01,137.17
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-07-01,138.92
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-08-01,139.88
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-09-01,140.09
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-10-01,136.52
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-11-01,136.15
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-12-01,136.01
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-01-01,134.45
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-02-01,134.87
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-03-01,137.04
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-04-01,143.87
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-05-01,145.42
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-06-01,147.27
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-07-01,148.02
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-08-01,142.55
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-09-01,143.44
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-10-01,144.62
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-11-01,153.73
Pokémon Charizard UPC Metal PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-12-01,154.1
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-01-01,545.05
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-02-01,552.61
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-03-01,556.23
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-04-01,546.16
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-05-01,563.72
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-06-01,577.06
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-07-01,591.21
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-08-01,583.83
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-09-01,605.91
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-10-01,591.86
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-11-01,603.74
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2024-12-01,636.92
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-01-01,627.85
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-02-01,624.71
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-03-01,630.62
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-04-01,628.32
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-05-01,611.72
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-06-01,617.1
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-07-01,607.35
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-08-01,618.04
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-09-01,610.2
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-10-01,635.23
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-11-01,629.05
Pokémon 151 Charizard SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,TCGPlayer,2025-12-01,629.24
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-01-01,751.36
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-02-01,768.66
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-03-01,746.29
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-04-01,752.32
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-05-01,779.12
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-06-01,748.96
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-07-01,754.2
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-08-01,760.92
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-09-01,777.83
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-10-01,755.07
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-11-01,731.37
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2024-12-01,742.78
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-01-01,750.1
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-02-01,756.6
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-03-01,765.02
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-04-01,753.5
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-05-01,759.68
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-06-01,767.1
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-07-01,754.88
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-08-01,792.52
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-09-01,803.91
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-10-01,781.32
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-11-01,796.19
Pokémon Celebrations Charizard PSA 10,2021,2022,Graded,PSA 10,Pokemon,0.0,eBay,2025-12-01,778.22
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-01-01,664.55
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-02-01,678.57
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-03-01,696.48
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-04-01,695.23
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-05-01,711.65
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-06-01,722.88
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-07-01,738.49
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-08-01,765.74
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-09-01,770.64
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-10-01,770.0
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-11-01,767.86
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2024-12-01,766.54
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-01-01,773.28
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-02-01,784.69
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-03-01,795.55
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-04-01,812.79
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-05-01,820.98
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-06-01,846.1
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-07-01,851.28
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-08-01,892.68
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-09-01,909.47
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-10-01,907.37
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-11-01,902.51
Pokémon Evolving Skies Umbreon VMAX Alt PSA 10,2021,2023,Graded,PSA 10,Pokemon,0.0,Goldin,2025-12-01,917.64
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-01-01,866.63
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-02-01,872.59
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-03-01,889.35
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-04-01,903.62
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-05-01,911.62
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-06-01,910.42
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-07-01,901.22
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-08-01,904.77
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-09-01,923.85
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-10-01,935.52
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-11-01,929.37
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2024-12-01,940.61
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2025-01-01,954.62
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2025-02-01,952.89
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2025-03-01,964.17
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2025-04-01,974.38
Pokémon Crown Zenith Mewtwo VSTAR SAR PSA 10,2023,2024,Graded,PSA 10,Pokemon,0.0,eBay,2025-05-01,969.29
