item_name,release_year,retirement_year,condition,grade,category_subtype,original_retail,source_platform,date,price_usd
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-04-01,15985.07
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-05-01,16056.81
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-06-01,15931.94
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-07-01,16091.65
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-08-01,16056.42
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-09-01,15927.16
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-10-01,15910.36
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-11-01,15586.17
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2024-12-01,15440.53
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-01-01,15051.63
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-02-01,14814.37
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-03-01,14570.22
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-04-01,14612.55
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-05-01,14739.82
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-06-01,14738.59
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-07-01,14885.27
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-08-01,14967.64
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-09-01,15121.3
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-10-01,15135.64
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-11-01,15022.48
Rolex GMT-Master II 126710BLRO,2018,,Pre-owned,Full Set,GMT,9400.0,Chrono24,2025-12-01,14847.96
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-01-01,5263.38
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-02-01,5310.45
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-03-01,5435.44
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-04-01,5509.93
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-05-01,5562.6
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-06-01,5693.04
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-07-01,5755.29
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-08-01,5793.82
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-09-01,5815.01
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-10-01,5800.44
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-11-01,5761.5
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2024-12-01,5672.95
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-01-01,5648.69
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-02-01,5610.84
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-03-01,5630.63
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-04-01,5617.73
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-05-01,5575.09
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-06-01,5614.54
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-07-01,5732.38
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-08-01,5790.28
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-09-01,5832.18
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-10-01,5855.81
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-11-01,5868.89
Omega Speedmaster Pro 3570.50,1996,2014,Pre-owned,Box/Papers,Chronograph,3500.0,WatchCharts,2025-12-01,5887.37
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-01-01,4092.39
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-02-01,4100.71
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-03-01,4189.18
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-04-01,4243.27
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-05-01,4311.06
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-06-01,4410.89
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-07-01,4504.33
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-08-01,4537.41
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-09-01,4567.71
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-10-01,4591.6
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-11-01,4575.53
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2024-12-01,4507.25
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-01-01,4503.46
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-02-01,4511.25
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-03-01,4517.6
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-04-01,4503.6
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-05-01,4527.25
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-06-01,4557.36
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-07-01,4609.4
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-08-01,4714.92
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-09-01,4830.56
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-10-01,4917.16
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-11-01,4988.33
Omega Seamaster 300M 210.30.42.20.01.001,2018,,Pre-owned,Full Set,Diver,5200.0,Chrono24,2025-12-01,5046.17
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-01-01,2798.1
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-02-01,2819.91
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-03-01,2850.09
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-04-01,2876.37
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-05-01,2915.65
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-06-01,2993.86
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-07-01,3041.79
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-08-01,3057.78
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-09-01,3059.4
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-10-01,3042.06
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-11-01,3037.8
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2024-12-01,3027.91
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-01-01,2983.55
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-02-01,2977.56
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-03-01,2960.33
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-04-01,2989.12
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-05-01,3007.28
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-06-01,3065.38
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-07-01,3093.41
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-08-01,3130.3
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-09-01,3179.5
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-10-01,3239.76
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-11-01,3282.72
Tudor Black Bay 58 79030N,2018,,Pre-owned,Full Set,Diver,3700.0,WatchCharts,2025-12-01,3278.62
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-01-01,16900.45
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-02-01,16939.89
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-03-01,17018.49
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-04-01,17087.5
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-05-01,17145.66
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-06-01,17436.67
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-07-01,17466.94
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-08-01,17390.32
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-09-01,17400.39
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-10-01,17291.05
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-11-01,17106.95
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2024-12-01,16978.5
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-01-01,16813.99
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-02-01,16657.43
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-03-01,16603.94
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-04-01,16541.79
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-05-01,16456.06
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-06-01,16457.72
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-07-01,16492.68
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-08-01,16629.11
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-09-01,16640.82
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-10-01,16554.54
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-11-01,16616.05
Audemars Piguet Royal Oak 15500ST,2019,,Pre-owned,Full Set,Luxury Steel,21000.0,Chrono24,2025-12-01,16475.79
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-01-01,40103.36
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-02-01,40206.52
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-03-01,41012.54
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-04-01,41651.73
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-05-01,42637.1
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-06-01,43338.86
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-07-01,43793.72
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-08-01,44071.31
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-09-01,44371.35
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-10-01,44566.42
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-11-01,44473.53
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2024-12-01,44438.57
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-01-01,44048.89
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-02-01,44122.79
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-03-01,43828.62
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-04-01,44114.49
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-05-01,44817.18
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-06-01,45810.53
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-07-01,47139.74
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-08-01,47647.53
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-09-01,48846.42
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-10-01,50142.34
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-11-01,51265.97
Patek Philippe Nautilus 5711/1A,2006,2021,Pre-owned,Full Set,Luxury Steel,30000.0,Chrono24,2025-12-01,51631.16
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-01-01,10982.72
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-02-01,11052.95
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-03-01,11256.7
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-04-01,11259.77
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-05-01,11405.05
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-06-01,11585.79
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-07-01,11615.53
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-08-01,11695.44
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-09-01,11613.74
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-10-01,11506.23
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-11-01,11363.39
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2024-12-01,11268.47
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-01-01,11150.35
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-02-01,11115.33
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-03-01,10983.07
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-04-01,10943.97
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-05-01,11020.13
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-06-01,11112.06
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-07-01,11111.46
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-08-01,11264.01
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-09-01,11343.02
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-10-01,11466.64
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-11-01,11554.75
Rolex Daytona 116500LN,2016,2023,Pre-owned,Full Set,Chronograph,12400.0,Auction,2025-12-01,11665.46
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-01-01,8533.98
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-02-01,8679.16
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-03-01,8751.03
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-04-01,8868.26
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-05-01,9107.39
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-06-01,9289.36
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-07-01,9532.34
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-08-01,9698.36
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-09-01,9768.4
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-10-01,9909.31
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-11-01,9907.63
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2024-12-01,9812.28
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-01-01,9956.38
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-02-01,9875.85
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-03-01,9972.73
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-04-01,10124.49
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-05-01,10270.62
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-06-01,10343.39
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-07-01,10618.61
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-08-01,10760.02
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-09-01,10912.09
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-10-01,11117.19
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-11-01,11373.98
Grand Seiko SBGA211 Snowflake,2010,,Pre-owned,Full Set,Dress,5200.0,WatchCharts,2025-12-01,11561.0
Seiko SKX007,1996,2019,New Old Stock,Unworn,Diver,295.0,eBay,2024-01-01,461.87
Seiko SKX007,1996,2019,New Old Stock,Unworn,Diver,295.0,eBay,2024-02-01,467.46
Seiko SKX007,1996,2019,New Old Stock,Unworn,Diver,295.0,eBay,2024-03-01,471.1
